Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle	R_Chin_Angle
622	20.733	82.38	113.12	123.68	126.1
623	20.767	82.14	113.09	123.7	126.84
624	20.8	82.82	112.13	123.2	127.01
625	20.833	83.16	112.78	122.99	126.52
626	20.867	82.24	116.68	124.07	125.52
627	20.9	81.86	118.74	124.33	125.83
628	20.933	82.16	121.44	125.37	126.08
629	20.967	84.62	125.65	127.6	126.67
630	21.0	86.39	126.44	128.92	127.58
631	21.033	86.68	127.97	128.41	127.07
632	21.067	87.06	127.78	126.79	128.89
633	21.1	86.44	124.36	125.36	129.28
634	21.133	86.2	125.09	124.06	130.53
635	21.167	85.46	123.94	121.54	131.02
636	21.2	83.39	121.69	121.87	131.5
637	21.233	81.45	118.64	121.05	131.49
638	21.267	81.4	116.9	120.69	131.62
639	21.3	80.58	115.64	119.37	131.53
640	21.333	80.47	116.56	119.35	131.38
641	21.367	81.11	115.81	119.82	131.79
642	21.4	87.4	128.6	124.22	143.01
643	21.433	87.09	128.91	122.62	142.07
644	21.467	88.07	129.19	122.48	141.44
645	21.5	88.05	128.17	123.06	140.35
646	21.533	89.13	131.32	124.44	139.8
647	21.567	90.2	130.2	126.34	139.25
648	21.6	89.63	132.13	125.94	138.99
649	21.633	88.25	127.77	126.6	140.37
650	21.667	86.65	128.63	125.7	141.9
651	21.7	85.73	127.73	127.83	143.52
652	21.733	81.01	121.39	123.91	136.33
653	21.767	79.55	132.3	121.5	136.39
654	21.8	77.7	128.37	119.67	135.87
655	21.833	77.23	129.4	118.95	135.02
656	21.867	76.65	124.34	117.64	135.22
657	21.9	77.07	119.43	115.5	136.58
658	21.933	76.56	111.88	115.27	134.85
659	21.967	75.74	103.38	113.1	135.82
660	22.0	79.79	120.65	129.79	138.91
661	22.033	80.55	124.82	129.21	139.85
662	22.067	79.8	125.03	127.03	139.87
663	22.1	84.42	127.33	126.77	142.33
664	22.133	82.91	123.69	125.71	141.27
665	22.167	83.39	121.52	125.96	141.92
666	22.2	79.92	119.84	125.99	136.19
667	22.233	84.69	121.34	125.65	140.02
668	22.267	83.09	117.45	125.38	140.08
669	22.3	81.09	116.06	128.52	135.13
670	22.333	81.18	114.54	127.98	137.77
671	22.367	76.71	97.46	118.17	135.1
672	22.4	78.43	101.36	119.84	135.33
673	22.433	77.49	99.58	119.83	133.56
674	22.467	77.25	100.35	120.5	133.02
675	22.5	76.17	100.34	120.91	132.47
676	22.533	76.13	104.13	120.92	132.29
677	22.567	75.23	103.19	119.75	131.75
678	22.6	74.17	104.63	118.55	130.48
679	22.633	74.94	104.36	119.16	130.12
680	22.667	76.18	104.27	119.5	130.25
681	22.7	77.08	103.77	120.02	131.01
682	22.733	79.54	104.1	121.26	130.49
683	22.767	80.57	106.87	123.06	128.55
684	22.8	83.08	109.73	124.12	128.87
685	22.833	85.83	115.23	125.46	126.77
686	22.867	91.86	125.98	122.36	134.39
687	22.9	93.33	126.52	121.98	132.62
688	22.933	95.42	128.03	121.03	130.36
689	22.967	96.61	127.43	118.34	130.0
690	23.0	94.73	127.59	119.2	128.3
691	23.033	94.75	128.33	120.52	128.49
692	23.067	94.14	128.87	120.69	130.49
693	23.1	96.21	127.21	122.86	133.49
694	23.133	95.47	125.92	122.68	134.69
695	23.167	95.62	127.79	123.65	134.75
696	23.2	96.64	127.19	124.09	134.55
697	23.233	96.09	127.73	124.04	134.89
698	23.267	95.83	129.47	123.18	135.48
699	23.3	95.5	129.72	123.72	135.65
700	23.333	94.35	131.18	121.22	134.17
701	23.367	93.29	133.0	119.31	132.85
702	23.4	94.93	134.74	118.09	133.71
703	23.433	94.85	134.63	116.56	133.74
704	23.467	94.5	135.78	116.51	132.39
705	23.5	94.22	134.65	115.3	132.77
706	23.533	92.66	132.7	112.8	132.36
707	23.567	92.32	133.37	114.11	132.91
708	23.6	90.78	132.58	112.74	132.08
709	23.633	90.34	132.7	113.25	132.67
710	23.667	90.35	132.54	112.9	132.39
711	23.7	90.41	134.0	114.15	132.27
712	23.733	89.76	135.7	115.49	132.29
713	23.767	89.42	135.69	116.69	132.24
714	23.8	89.89	136.31	117.79	131.56
715	23.833	90.72	133.92	117.04	132.1
716	23.867	91.79	133.27	117.54	131.99
717	23.9	92.12	133.52	116.17	131.18
718	23.933	93.16	134.74	116.09	130.57
719	23.967	92.72	135.77	115.88	128.55
720	24.0	92.85	137.83	115.4	126.86
