Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle	R_Chin_Angle
619	21.345	175.06	59.24	137.3	101.21
620	21.379	174.94	59.91	138.64	100.66
621	21.414	174.35	61.06	138.02	100.69
622	21.448	174.72	62.15	138.31	101.02
623	21.483	174.93	62.29	138.78	100.8
624	21.517	174.85	64.07	139.56	102.35
625	21.552	176.17	62.29	141.7	103.13
626	21.586	176.1	63.38	141.04	103.33
627	21.621	176.34	62.58	141.83	102.21
628	21.655	175.96	63.01	140.2	102.92
629	21.69	175.55	62.53	139.61	103.28
630	21.724	175.57	64.59	139.92	103.17
631	21.759	174.95	64.74	139.69	102.15
632	21.793	175.24	63.87	139.84	100.89
633	21.828	175.06	64.54	140.34	100.84
634	21.862	174.9	64.25	140.94	100.41
635	21.897	174.56	65.35	140.92	100.17
636	21.931	174.59	65.53	141.29	100.04
637	21.966	174.78	68.37	139.36	100.91
638	22.0	174.5	66.23	138.76	100.78
639	22.034	173.81	68.75	138.26	100.84
640	22.069	172.6	68.43	136.86	100.58
641	22.103	172.78	68.27	137.31	100.7
642	22.138	173.51	67.84	136.15	101.23
643	22.172	173.43	68.13	136.89	101.17
644	22.207	173.44	68.66	136.25	100.38
645	22.241	173.0	68.75	134.83	100.43
646	22.276	172.58	68.54	134.97	99.89
647	22.31	173.17	67.77	134.78	101.18
648	22.345	173.38	67.27	134.68	101.35
649	22.379	174.17	67.93	135.21	101.06
650	22.414	173.65	66.8	132.86	101.03
651	22.448	173.48	66.76	133.84	100.6
652	22.483	173.36	67.43	132.59	101.18
653	22.517	172.86	66.47	131.35	100.57
654	22.552	172.92	67.76	131.82	101.13
655	22.586	173.22	68.36	132.39	100.46
656	22.621	172.44	68.38	131.86	100.31
657	22.655	173.03	68.35	131.29	100.39
658	22.69	172.8	68.39	130.95	100.21
659	22.724	173.49	69.29	130.83	100.24
660	22.759	174.26	69.69	130.51	100.53
661	22.793	174.36	69.5	132.76	102.48
662	22.828	174.97	67.12	132.76	102.94
663	22.862	175.19	66.84	132.39	103.49
664	22.897	175.55	66.98	133.17	104.4
665	22.931	175.31	68.56	132.46	104.82
666	22.966	175.45	67.44	133.63	105.98
667	23.0	175.5	65.88	133.86	106.11
668	23.034	175.61	64.81	135.05	104.55
669	23.069	176.15	64.13	135.06	105.92
670	23.103	176.99	62.08	135.13	106.02
671	23.138	176.04	63.62	134.04	104.9
672	23.172	175.21	62.44	133.08	103.53
673	23.207	174.95	67.26	131.8	104.53
674	23.241	174.85	67.35	129.31	104.02
675	23.276	174.77	68.34	127.27	103.36
676	23.31	174.61	68.37	125.4	104.55
677	23.345	174.85	70.06	123.27	105.0
678	23.379	175.3	66.43	124.49	105.17
679	23.414	175.54	67.63	124.54	105.68
680	23.448	175.4	64.9	124.23	105.59
681	23.483	175.57	64.12	124.4	106.58
682	23.517	175.32	63.67	124.01	106.43
683	23.552	174.62	61.03	126.39	105.5
684	23.586	175.43	58.93	127.49	105.91
685	23.621	175.87	59.48	128.96	106.51
686	23.655	177.31	59.99	131.11	106.42
687	23.69	177.78	58.81	130.36	106.21
688	23.724	177.63	59.05	129.4	105.74
689	23.759	177.31	59.86	128.35	105.72
690	23.793	177.59	58.58	129.01	106.29
691	23.828	177.32	56.84	127.52	105.32
692	23.862	177.28	57.49	128.0	104.8
693	23.897	177.07	59.41	127.92	105.49
694	23.931	176.89	59.79	127.55	104.86
695	23.966	177.32	60.33	128.64	105.29
696	24.0	176.94	60.83	129.01	104.49
697	24.034	176.48	61.48	129.27	105.19
698	24.069	176.98	61.56	128.85	106.06
699	24.103	177.07	60.93	128.88	106.13
700	24.138	177.51	59.65	129.43	106.55
701	24.172	176.25	60.81	129.02	104.37
702	24.207	176.53	58.19	128.45	104.29
703	24.241	176.25	59.2	127.25	103.58
704	24.276	176.52	58.98	129.7	103.57
705	24.31	176.71	60.54	127.98	104.45
706	24.345	176.0	59.5	127.03	102.97
707	24.379	176.26	61.19	126.78	103.94
708	24.414	176.45	61.23	127.97	104.48
709	24.448	175.37	61.76	129.82	104.13
710	24.483	175.44	59.93	129.79	104.63
711	24.517	175.1	60.98	129.6	104.75
712	24.552	175.95	61.56	128.71	106.68
713	24.586	175.47	61.71	128.94	106.08
714	24.621	175.48	61.42	130.56	105.82
715	24.655	175.7	62.01	131.78	106.11
716	24.69	175.24	62.66	130.9	105.52
717	24.724	175.06	63.57	130.95	104.32
718	24.759	175.04	63.89	131.24	104.07
719	24.793	174.33	63.15	130.21	102.88
720	24.828	175.42	62.36	130.57	103.82
721	24.862	175.27	64.28	131.83	104.66
722	24.897	175.44	64.59	132.29	104.86
723	24.931	175.12	65.1	134.24	104.31
724	24.966	175.11	64.53	135.37	103.64
725	25.0	175.46	64.65	134.8	103.49
726	25.034	175.25	64.89	133.99	103.8
727	25.069	176.05	63.21	135.32	104.31
728	25.103	175.96	62.87	136.61	104.63
729	25.138	175.67	63.64	136.3	103.72
730	25.172	175.61	63.43	136.87	103.63
731	25.207	175.79	64.62	137.8	103.73
732	25.241	175.67	64.96	138.41	104.43
733	25.276	175.08	65.3	138.57	103.04
734	25.31	175.45	65.22	138.99	103.53
735	25.345	175.79	62.78	138.5	104.3
736	25.379	175.01	65.14	137.53	104.28
737	25.414	175.73	64.22	138.65	104.83
738	25.448	175.87	63.5	138.97	104.98
739	25.483	175.4	64.82	137.68	104.73
740	25.517	175.42	63.28	137.33	104.14
741	25.552	175.77	62.21	137.97	104.48
742	25.586	175.16	62.01	136.72	105.21
743	25.621	174.77	62.23	136.64	105.15
744	25.655	175.1	60.42	136.32	105.27
745	25.69	175.23	61.62	137.88	104.74
746	25.724	175.22	60.62	137.75	106.07
747	25.759	175.62	61.01	137.25	105.79
748	25.793	175.31	61.28	137.35	105.76
749	25.828	175.7	61.17	138.54	106.54
750	25.862	175.43	61.35	138.11	106.2
751	25.897	175.66	61.95	138.87	106.03
752	25.931	175.73	61.91	138.68	106.13
753	25.966	175.59	62.33	138.48	105.6
754	26.0	175.4	62.29	139.15	105.24
755	26.034	175.35	62.82	139.2	105.22
756	26.069	175.66	63.03	139.26	105.33
757	26.103	175.6	62.9	139.71	107.02
758	26.138	175.14	62.31	138.06	106.38
759	26.172	175.32	61.24	137.75	106.38
760	26.207	175.61	61.35	137.64	107.06
761	26.241	175.36	61.81	136.04	106.97
762	26.276	175.26	61.14	135.57	107.09
763	26.31	175.57	61.26	136.2	106.97
764	26.345	175.35	60.77	135.82	106.17
765	26.379	175.2	60.56	135.0	105.8
766	26.414	175.12	60.97	135.59	106.24
767	26.448	175.11	61.27	135.36	106.26
768	26.483	175.51	60.93	135.92	106.71
769	26.517	175.9	62.58	138.14	106.4
770	26.552	176.0	62.77	137.85	106.34
771	26.586	176.08	62.43	137.92	106.16
772	26.621	176.03	62.01	138.94	105.92
773	26.655	175.59	62.98	137.92	105.55
774	26.69	175.77	61.78	137.18	105.49
775	26.724	175.99	60.7	136.98	105.96
776	26.759	175.36	59.66	137.39	105.2
777	26.793	175.73	59.3	137.18	105.85
778	26.828	175.59	60.37	137.17	105.89
779	26.862	175.88	59.97	137.43	105.38
780	26.897	175.19	62.27	137.28	104.74
781	26.931	175.24	61.63	138.26	105.19
782	26.966	175.4	60.81	137.79	105.86
783	27.0	176.22	61.53	137.47	106.11
784	27.034	176.22	61.65	138.43	106.46
785	27.069	175.98	61.43	137.89	106.32
786	27.103	176.52	60.83	138.38	106.99
787	27.138	176.36	60.22	136.96	106.67
788	27.172	176.47	59.78	137.79	106.8
789	27.207	176.25	59.71	138.32	106.36
790	27.241	176.18	59.42	137.56	106.22
791	27.276	175.95	58.97	138.33	106.22
792	27.31	176.08	59.79	137.88	105.47
793	27.345	175.32	62.3	136.45	104.32
794	27.379	175.16	61.9	135.49	104.87
795	27.414	175.14	61.25	135.98	104.42
796	27.448	175.21	61.53	137.05	104.46
797	27.483	174.94	61.97	135.73	104.3
798	27.517	174.85	62.05	136.09	105.01
799	27.552	175.1	62.06	136.85	105.4
800	27.586	175.04	61.9	136.71	104.97
801	27.621	175.08	61.9	137.01	105.39
802	27.655	175.39	61.17	136.07	105.4
803	27.69	175.49	61.19	135.27	105.94
804	27.724	175.46	61.12	135.27	106.14
805	27.759	176.05	59.81	136.11	105.35
806	27.793	176.53	58.72	135.64	105.55
807	27.828	176.72	60.22	134.47	105.84
808	27.862	176.91	60.38	135.13	106.23
809	27.897	177.32	59.07	136.76	107.06
810	27.931	177.16	60.02	135.74	106.96
811	27.966	176.92	60.17	135.87	106.18
812	28.0	176.98	60.02	136.53	106.25
813	28.034	176.87	59.21	137.06	105.33
814	28.069	176.96	58.75	137.69	105.4
815	28.103	177.04	59.21	138.55	105.48
816	28.138	176.55	60.25	137.6	106.01
817	28.172	176.78	58.61	138.91	106.39
818	28.207	176.64	60.09	138.27	106.37
819	28.241	176.43	60.01	138.62	106.49
820	28.276	176.12	59.62	139.71	106.73
821	28.31	176.82	59.17	140.31	107.9
822	28.345	177.15	59.26	141.34	108.69
823	28.379	177.67	57.97	143.25	108.47
824	28.414	177.8	58.84	142.15	108.43
825	28.448	177.63	59.36	140.8	107.67
826	28.483	177.46	58.69	141.05	107.29
827	28.517	177.41	58.58	140.95	107.62
828	28.552	177.17	59.19	140.82	107.27
829	28.586	176.87	59.42	140.63	107.95
830	28.621	177.22	56.74	141.58	107.66
831	28.655	177.52	56.53	143.03	108.64
832	28.69	177.64	56.42	142.55	109.83
833	28.724	177.52	56.35	141.36	109.68
834	28.759	177.8	57.99	141.69	110.57
835	28.793	178.46	58.02	144.08	111.77
836	28.828	178.27	58.55	143.84	112.53
837	28.862	178.64	59.24	142.31	113.36
838	28.897	179.08	58.8	141.09	113.21
839	28.931	179.82	60.44	141.78	114.33
840	28.966	179.22	57.75	141.17	114.32
841	29.0	179.38	60.1	140.15	113.12
842	29.034	179.67	59.04	141.05	112.68
843	29.069	179.88	59.38	140.01	112.82
844	29.103	179.65	58.29	140.56	112.61
845	29.138	179.82	58.8	140.35	112.67
846	29.172	179.93	59.08	140.31	112.23
847	29.207	179.08	59.87	138.65	112.29
848	29.241	178.79	59.48	140.47	111.75
849	29.276	178.99	56.91	140.96	112.22
850	29.31	179.18	56.57	141.96	112.64
851	29.345	178.52	57.8	141.28	112.02
852	29.379	178.15	58.51	140.97	111.54
853	29.414	178.31	59.51	140.1	111.01
854	29.448	178.54	60.32	139.91	110.9
855	29.483	178.59	60.57	141.02	111.12
856	29.517	178.45	58.52	141.76	110.61
857	29.552	178.33	56.39	139.86	110.54
858	29.586	178.82	56.83	142.75	111.27
859	29.621	178.15	56.69	142.33	110.85
860	29.655	178.31	56.9	143.56	111.03
861	29.69	178.04	56.49	143.46	110.1
862	29.724	178.42	57.14	144.09	110.89
863	29.759	178.33	58.41	145.01	110.67
864	29.793	179.06	58.84	144.46	111.38
865	29.828	178.58	59.0	143.7	112.63
866	29.862	179.26	57.88	142.64	112.38
867	29.897	178.65	57.43	143.41	111.52
868	29.931	179.02	56.82	143.92	111.27
869	29.966	179.24	58.4	143.74	112.11
870	30.0	179.18	57.62	144.95	111.76
871	30.034	178.83	56.69	144.54	110.83
872	30.069	178.53	57.89	143.75	110.69
873	30.103	178.23	57.57	143.06	110.79
874	30.138	178.15	58.76	143.13	110.75
875	30.172	178.3	57.39	144.67	110.43
876	30.207	178.77	57.9	145.92	110.92
877	30.241	177.64	59.87	144.7	110.51
878	30.276	177.83	60.5	144.68	110.32
879	30.31	177.41	59.06	145.01	110.27
880	30.345	177.58	58.39	145.46	109.75
881	30.379	177.88	58.66	145.73	109.97
882	30.414	177.59	58.97	145.17	109.63
883	30.448	178.06	58.53	145.19	109.87
884	30.483	178.52	57.56	146.07	110.55
885	30.517	178.26	58.19	145.79	110.85
886	30.552	178.42	58.69	145.52	111.2
887	30.586	178.58	59.58	145.17	111.61
888	30.621	178.56	59.22	144.39	111.05
889	30.655	177.74	57.21	142.57	110.9
890	30.69	178.47	57.0	144.62	112.14
891	30.724	178.31	57.05	144.78	111.75
892	30.759	178.49	55.92	144.47	110.7
893	30.793	178.78	55.75	144.34	110.63
894	30.828	178.27	56.29	145.02	109.9
895	30.862	178.85	56.0	144.92	110.43
896	30.897	179.23	55.26	145.03	110.62
897	30.931	179.27	55.31	146.06	110.42
898	30.966	179.1	54.81	145.66	110.05
899	31.0	178.55	54.73	145.39	110.09
900	31.034	178.63	55.04	145.61	110.06
901	31.069	178.01	57.38	146.27	110.2
902	31.103	178.39	56.51	145.96	111.01
903	31.138	178.41	56.61	146.25	111.11
904	31.172	178.13	56.41	145.86	110.53
905	31.207	178.7	56.5	145.52	110.89
906	31.241	179.17	57.18	146.45	111.18
907	31.276	178.85	56.53	146.19	110.66
908	31.31	179.09	56.47	146.24	110.74
909	31.345	179.01	56.11	145.58	110.98
910	31.379	179.61	56.08	145.9	111.46
911	31.414	179.94	55.7	145.65	111.69
912	31.448	179.69	57.05	146.36	110.95
913	31.483	179.45	56.75	145.73	111.36
914	31.517	179.28	57.06	146.18	111.24
915	31.552	179.77	56.36	145.93	111.23
916	31.586	179.72	56.34	145.44	111.63
917	31.621	179.73	57.02	145.39	111.7
918	31.655	179.81	56.19	145.43	111.63
919	31.69	179.55	55.74	145.65	111.98
920	31.724	179.45	55.16	146.45	112.1
921	31.759	179.05	54.57	145.99	112.63
922	31.793	179.25	54.57	145.82	111.79
923	31.828	179.6	54.71	146.18	111.2
924	31.862	179.48	55.67	146.17	111.85
925	31.897	179.89	55.69	144.43	110.72
926	31.931	179.76	55.37	144.35	110.62
927	31.966	179.98	54.3	145.43	110.77
928	32.0	179.45	54.56	144.64	110.41
929	32.034	179.46	55.06	144.95	110.59
930	32.069	179.46	54.92	145.73	111.58
931	32.103	179.93	54.45	146.28	112.28
932	32.138	179.48	54.03	146.14	112.81
933	32.172	179.05	53.3	145.11	112.95
934	32.207	179.14	53.78	145.9	113.16
935	32.241	179.15	54.83	146.38	112.79
936	32.276	178.82	54.54	146.18	113.36
937	32.31	178.95	54.6	146.07	112.28
938	32.345	178.86	54.41	146.05	112.58
939	32.379	178.81	53.23	145.1	112.66
940	32.414	178.46	52.79	145.37	113.04
941	32.448	178.56	53.11	145.33	112.8
942	32.483	178.79	53.21	145.63	112.36
943	32.517	178.5	53.24	146.37	112.44
944	32.552	178.83	54.02	146.6	112.04
945	32.586	178.64	53.79	147.63	112.28
946	32.621	178.43	54.0	146.35	112.1
947	32.655	178.7	53.34	146.74	111.92
948	32.69	179.01	53.29	145.42	111.72
949	32.724	178.68	52.68	147.23	111.7
950	32.759	178.47	52.05	147.76	111.84
951	32.793	178.55	51.87	147.65	111.86
952	32.828	178.79	52.87	147.71	111.79
953	32.862	178.63	52.55	147.09	111.61
954	32.897	178.67	52.84	147.2	111.52
955	32.931	178.63	52.99	147.14	111.33
956	32.966	178.42	51.92	147.29	111.16
957	33.0	178.87	52.76	147.07	111.05
958	33.034	178.58	53.9	146.82	111.37
959	33.069	178.52	54.36	145.96	111.47
960	33.103	178.68	54.21	145.74	111.24
961	33.138	178.86	54.93	146.99	110.98
962	33.172	178.83	54.43	145.99	110.86
963	33.207	179.36	51.22	146.65	110.16
964	33.241	179.14	50.92	147.09	110.65
965	33.276	179.31	51.68	145.78	110.02
966	33.31	179.54	52.06	145.07	109.71
967	33.345	179.12	52.31	145.99	110.77
968	33.379	178.96	53.28	145.26	110.85
969	33.414	178.57	51.0	145.37	110.97
970	33.448	178.96	51.23	145.89	110.86
971	33.483	178.7	50.91	145.73	110.97
972	33.517	179.62	51.94	145.79	110.43
973	33.552	179.71	51.97	145.77	110.41
974	33.586	179.96	52.76	146.51	110.18
975	33.621	179.89	51.3	147.35	109.72
976	33.655	179.7	52.52	146.76	109.83
977	33.69	179.76	51.43	147.47	109.74
978	33.724	179.23	52.24	146.58	109.41
979	33.759	178.85	49.85	147.45	109.0
980	33.793	179.25	51.21	147.52	109.77
981	33.828	178.76	52.05	148.34	109.39
982	33.862	178.92	50.33	148.54	109.19
983	33.897	178.12	53.13	148.12	109.3
984	33.931	177.75	55.56	147.34	108.02
985	33.966	175.8	52.9	145.98	106.22
986	34.0	175.47	55.23	144.88	105.22
987	34.034	176.08	56.99	146.0	106.71
988	34.069	175.76	57.98	145.63	106.87
989	34.103	176.69	57.78	144.82	107.31
990	34.138	177.21	58.04	145.64	107.68
991	34.172	177.78	56.83	145.95	107.78
992	34.207	178.24	56.35	146.04	107.56
993	34.241	178.71	57.09	145.89	108.23
994	34.276	177.79	57.37	145.35	106.64
995	34.31	178.19	56.94	144.93	107.22
996	34.345	177.3	57.31	145.3	106.48
997	34.379	177.64	60.8	145.51	106.61
998	34.414	176.48	61.2	145.29	106.62
999	34.448	176.75	61.74	145.9	106.72
1000	34.483	177.12	62.32	145.96	106.87
1001	34.517	176.92	61.42	146.53	105.83
1002	34.552	177.2	61.26	146.12	105.07
1003	34.586	177.11	63.26	146.99	105.09
1004	34.621	177.1	63.77	146.93	105.01
1005	34.655	176.89	64.44	147.04	104.52
1006	34.69	177.17	64.57	147.24	104.34
1007	34.724	177.0	65.81	147.4	102.58
1008	34.759	176.86	73.67	149.7	103.05
1009	34.793	178.46	75.76	144.49	103.43
1010	34.828	179.48	74.66	144.81	101.07
1011	34.862	175.67	73.93	148.52	99.2
1012	34.897	174.84	70.35	147.54	99.75
1013	34.931	174.62	69.07	146.71	100.19
1014	34.966	174.97	69.32	146.06	100.66
1015	35.0	175.21	70.61	145.65	101.56
1016	35.034	175.01	73.09	145.53	101.73
1017	35.069	174.59	75.72	145.96	100.54
1018	35.103	174.6	75.77	145.43	102.49
1019	35.138	176.03	76.13	145.94	103.26
1020	35.172	175.43	77.17	146.03	102.74
1021	35.207	176.06	76.64	146.58	102.8
1022	35.241	176.42	76.76	148.71	103.12
1023	35.276	176.24	76.61	148.08	101.13
1024	35.31	178.78	78.4	136.72	116.89
1025	35.345	175.63	78.25	148.69	99.72
1026	35.379	178.88	82.39	134.57	113.08
1027	35.414	178.44	84.36	135.5	111.37
1028	35.448	178.45	86.12	135.98	109.52
1029	35.483	179.35	87.83	135.87	110.17
1030	35.517	177.21	86.33	136.91	112.21
1031	35.552	176.51	84.92	147.8	97.54
1032	35.586	176.82	86.69	147.35	99.25
1033	35.621	176.91	90.2	147.24	100.28
1034	35.655	177.7	88.0	147.17	101.6
1035	35.69	179.66	83.64	142.67	100.61
1036	35.724	179.62	82.21	142.27	100.4
1037	35.759	179.83	82.18	142.97	102.26
1038	35.793	180.0	81.65	142.17	102.49
1039	35.828	179.83	79.15	142.98	103.35
1040	35.862	176.38	83.34	147.25	103.81
1041	35.897	176.63	81.27	146.58	103.4
1042	35.931	176.85	80.44	147.78	103.98
1043	35.966	179.94	73.58	144.08	103.83
1044	36.0	179.19	72.48	142.4	102.49
1045	36.034	174.89	71.84	143.37	102.88
1046	36.069	174.27	73.41	143.07	101.05
1047	36.103	173.57	73.57	138.76	98.02
1048	36.138	173.27	73.02	136.4	99.56
1049	36.172	173.57	73.54	132.33	101.04
1050	36.207	173.83	76.68	128.96	101.49
1051	36.241	173.49	76.65	127.91	101.99
