Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle
543	18.724	166.52	92.44	70.46
544	18.759	167.16	92.46	68.15
545	18.793	167.93	92.66	67.48
546	18.828	168.27	92.61	68.55
547	18.862	168.1	93.61	68.55
548	18.897	168.06	93.54	71.19
549	18.931	172.94	95.36	66.7
550	18.966	173.14	95.34	69.07
551	19.0	167.47	93.78	79.78
552	19.034	167.09	93.12	80.9
553	19.069	166.58	93.67	81.8
554	19.103	166.83	92.89	85.75
555	19.138	167.16	92.59	85.48
556	19.172	166.74	93.13	87.71
557	19.207	167.9	92.92	86.62
558	19.241	167.38	93.78	90.27
559	19.276	167.6	92.98	93.3
560	19.31	168.17	92.0	94.67
561	19.345	166.81	92.84	97.82
562	19.379	165.8	92.11	100.19
563	19.414	164.72	91.87	100.81
564	19.448	164.61	91.76	99.04
565	19.483	165.51	92.1	93.78
566	19.517	165.24	91.52	93.55
567	19.552	165.34	91.95	94.62
568	19.586	166.13	92.02	93.14
569	19.621	166.79	91.99	91.86
570	19.655	166.23	92.26	91.35
571	19.69	165.13	91.57	93.65
572	19.724	164.7	90.73	94.52
573	19.759	164.57	89.94	97.3
574	19.793	163.99	90.2	102.16
575	19.828	164.13	90.17	100.99
576	19.862	164.36	89.79	99.54
577	19.897	164.01	89.3	101.66
578	19.931	164.18	88.42	102.15
579	19.966	164.87	88.46	100.17
580	20.0	165.03	89.07	98.2
581	20.034	164.34	88.53	101.21
582	20.069	164.06	89.14	102.5
583	20.103	163.47	89.97	103.03
584	20.138	163.23	89.41	103.19
585	20.172	163.24	89.09	104.56
586	20.207	163.33	88.31	104.23
587	20.241	163.56	88.09	104.61
588	20.276	163.02	88.13	111.82
589	20.31	162.52	88.77	103.13
590	20.345	162.03	89.21	102.47
591	20.379	163.11	89.43	102.41
592	20.414	162.39	88.8	107.36
593	20.448	161.36	88.33	107.21
594	20.483	161.39	89.29	111.56
595	20.517	160.7	89.16	111.07
596	20.552	160.64	87.63	111.15
597	20.586	161.17	88.56	112.53
598	20.621	160.8	88.34	113.08
599	20.655	161.02	88.67	110.91
600	20.69	161.1	89.48	109.37
601	20.724	164.63	87.83	113.18
602	20.759	163.98	88.8	114.9
603	20.793	164.14	88.05	115.7
604	20.828	164.45	88.26	115.2
605	20.862	163.51	90.63	113.69
606	20.897	163.07	91.01	110.47
607	20.931	162.84	90.66	110.63
608	20.966	161.7	91.82	106.11
609	21.0	160.9	92.06	104.39
610	21.034	160.35	92.16	103.86
611	21.069	159.55	92.3	103.83
612	21.103	159.24	93.78	102.18
613	21.138	170.55	91.43	103.09
614	21.172	162.07	90.2	103.4
615	21.207	161.74	89.79	102.32
616	21.241	160.9	90.03	103.0
617	21.276	160.76	90.43	102.59
618	21.31	160.79	89.32	102.59
619	21.345	160.35	89.62	103.87
620	21.379	160.87	89.54	102.41
621	21.414	159.96	90.73	100.28
622	21.448	161.14	91.1	101.47
623	21.483	160.91	91.17	101.98
624	21.517	160.49	90.25	103.45
625	21.552	162.43	88.75	103.33
626	21.586	163.27	88.84	103.94
627	21.621	163.51	89.87	101.63
628	21.655	162.93	90.81	101.54
629	21.69	163.23	91.34	102.36
630	21.724	163.85	91.97	99.19
631	21.759	173.04	97.14	98.73
632	21.793	172.97	96.81	91.78
633	21.828	173.13	96.02	88.45
634	21.862	173.26	95.56	85.58
635	21.897	164.28	95.43	76.55
636	21.931	164.25	96.33	80.16
637	21.966	173.06	96.9	84.75
638	22.0	173.39	97.85	84.11
639	22.034	173.62	97.75	81.73
640	22.069	173.37	97.69	79.6
641	22.103	173.29	97.75	80.46
642	22.138	173.41	98.18	78.29
643	22.172	173.79	97.45	78.03
644	22.207	172.85	97.26	80.94
645	22.241	172.68	96.7	81.98
646	22.276	173.22	97.4	84.12
647	22.31	173.1	97.07	83.45
648	22.345	171.75	96.03	83.95
649	22.379	170.93	95.39	79.06
650	22.414	171.57	96.06	77.45
651	22.448	171.59	95.71	75.5
652	22.483	171.65	93.61	74.08
653	22.517	171.31	89.3	70.54
654	22.552	173.61	85.88	71.4
