Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle
178	11.867	58.48	171.55	75.12
179	11.933	58.74	169.58	74.45
180	12.0	55.56	167.27	73.32
181	12.067	57.19	172.06	74.36
182	12.133	62.49	125.56	90.41
183	12.2	60.11	126.64	89.31
184	12.267	54.79	173.82	74.08
185	12.333	55.13	174.26	73.92
186	12.4	56.13	160.95	74.57
187	12.467	58.55	155.14	78.1
188	12.533	55.91	147.22	80.31
189	12.6	55.51	141.31	84.13
190	12.667	55.23	143.68	85.63
191	12.733	55.84	136.83	85.7
192	12.8	56.34	126.33	91.25
193	12.867	55.06	102.05	91.5
194	12.933	56.75	107.74	94.74
195	13.0	54.43	85.95	89.54
196	13.067	54.59	80.82	88.07
197	13.133	53.17	72.82	88.55
198	13.2	51.91	71.06	85.96
199	13.267	55.75	72.26	101.5
200	13.333	56.76	75.12	100.66
201	13.4	55.05	76.97	103.01
202	13.467	55.15	70.65	97.96
203	13.533	52.15	64.78	96.72
204	13.6	54.42	65.76	97.04
205	13.667	59.43	66.2	98.74
206	13.733	56.97	67.11	94.59
207	13.8	54.03	67.95	76.1
208	13.867	50.41	65.62	84.45
209	13.933	48.41	63.91	85.99
210	14.0	52.54	67.58	87.19
211	14.067	52.2	67.89	77.88
212	14.133	52.16	67.06	75.38
213	14.2	57.0	66.75	85.47
214	14.267	56.69	65.23	86.11
215	14.333	56.61	67.17	84.91
