Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle
335	11.167	78.52	99.06	119.95
336	11.2	77.1	99.05	118.2
337	11.233	77.08	97.69	119.28
338	11.267	76.8	97.83	117.17
339	11.3	76.35	99.46	118.17
340	11.333	76.27	98.32	118.31
341	11.367	76.44	99.27	115.72
342	11.4	77.26	99.78	117.09
343	11.433	78.97	100.4	118.04
344	11.467	78.33	101.09	117.36
345	11.5	77.96	102.56	117.02
346	11.533	76.69	104.14	117.37
347	11.567	76.82	103.66	115.99
348	11.6	75.97	104.71	114.99
349	11.633	75.81	102.2	112.69
350	11.667	77.05	104.1	114.57
351	11.7	76.68	103.28	113.4
352	11.733	77.67	103.68	114.16
353	11.767	78.35	104.84	113.27
354	11.8	78.51	104.58	113.11
355	11.833	79.62	105.19	113.42
356	11.867	80.6	104.13	115.22
357	11.9	80.75	104.43	116.13
358	11.933	80.55	103.43	116.5
359	11.967	80.21	101.79	116.2
360	12.0	77.73	101.12	112.0
361	12.033	77.99	99.65	112.06
362	12.067	80.41	102.99	114.4
363	12.1	82.2	104.08	111.43
364	12.133	82.51	105.82	109.06
365	12.167	83.45	108.7	107.18
366	12.2	83.53	110.16	107.47
367	12.233	83.2	108.72	107.46
368	12.267	83.09	109.26	107.67
369	12.3	84.35	111.3	106.95
370	12.333	84.62	109.87	106.3
371	12.367	85.07	109.44	107.04
372	12.4	84.44	107.89	106.34
373	12.433	83.81	107.5	105.44
374	12.467	82.79	107.22	104.19
375	12.5	83.33	106.95	104.61
376	12.533	83.78	104.15	104.51
377	12.567	84.0	106.25	104.89
378	12.6	83.69	104.18	105.23
379	12.633	83.52	105.38	104.31
380	12.667	83.61	106.97	105.39
381	12.7	84.38	110.54	106.74
382	12.733	84.07	115.21	107.91
383	12.767	84.94	115.99	108.98
384	12.8	85.45	116.16	110.69
385	12.833	85.76	119.75	111.29
386	12.867	84.59	118.85	112.4
387	12.9	85.09	119.92	113.09
388	12.933	85.63	118.37	118.35
389	12.967	85.6	117.49	119.22
390	13.0	86.55	119.02	119.51
391	13.033	87.21	120.31	119.88
392	13.067	87.38	119.82	119.54
393	13.1	87.31	119.69	119.45
394	13.133	87.6	120.17	120.05
395	13.167	88.22	122.49	121.3
396	13.2	87.45	122.04	122.82
397	13.233	87.65	124.31	124.09
398	13.267	87.24	124.46	125.08
399	13.3	86.87	123.44	126.81
400	13.333	86.79	124.29	125.04
401	13.367	85.61	123.59	124.62
402	13.4	85.17	118.41	124.55
403	13.433	86.33	117.25	124.56
404	13.467	85.74	113.97	123.31
405	13.5	86.97	113.32	123.82
406	13.533	88.49	112.61	125.01
407	13.567	89.16	110.51	123.07
408	13.6	88.84	108.71	122.8
409	13.633	88.73	106.87	120.84
410	13.667	87.22	103.37	120.95
411	13.7	87.2	101.49	119.71
412	13.733	87.24	102.3	119.55
413	13.767	86.37	101.92	119.33
414	13.8	86.6	98.08	118.36
415	13.833	86.09	95.84	118.49
416	13.867	85.61	94.35	118.42
417	13.9	85.57	99.19	118.04
418	13.933	85.81	99.76	119.19
419	13.967	86.06	100.13	119.26
420	14.0	86.06	101.79	119.24
421	14.033	86.07	102.87	119.02
422	14.067	86.19	103.0	119.5
423	14.1	87.05	101.93	118.02
424	14.133	79.76	89.22	113.39
425	14.167	79.87	82.52	112.8
426	14.2	79.63	81.78	112.94
427	14.233	79.17	79.79	113.26
428	14.267	78.57	81.13	114.47
429	14.3	79.58	80.7	115.71
430	14.333	79.29	78.43	115.07
431	14.367	79.04	83.94	116.11
432	14.4	84.16	105.03	118.86
433	14.433	83.5	110.8	116.09
434	14.467	83.22	113.94	116.59
435	14.5	84.49	119.51	117.7
436	14.533	81.59	115.29	120.75
437	14.567	81.97	115.63	118.69
438	14.6	82.35	119.23	121.13
439	14.633	81.41	107.67	116.27
440	14.667	86.69	120.27	111.19
441	14.7	86.3	121.57	110.05
442	14.733	86.13	123.03	108.6
443	14.767	85.71	123.41	108.7
444	14.8	86.44	121.01	107.77
445	14.833	86.38	121.32	106.04
446	14.867	86.7	119.45	105.71
447	14.9	86.4	118.63	105.94
448	14.933	86.26	118.73	107.94
449	14.967	86.73	119.64	107.33
450	15.0	86.65	121.74	108.35
451	15.033	84.17	121.01	112.61
452	15.067	86.22	116.82	104.17
453	15.1	78.6	100.46	101.5
454	15.133	77.15	101.21	94.68
455	15.167	73.01	104.67	89.32
456	15.2	71.42	104.95	86.83
457	15.233	70.04	101.84	85.67
458	15.267	67.53	100.37	84.6
459	15.3	68.43	100.49	87.46
460	15.333	68.45	101.4	88.0
461	15.367	68.41	100.71	88.75
462	15.4	68.03	102.37	89.13
463	15.433	69.04	100.8	90.5
464	15.467	75.38	118.75	94.32
465	15.5	76.38	121.04	96.96
466	15.533	77.22	114.68	101.29
467	15.567	77.69	115.85	104.98
468	15.6	78.75	114.59	107.99
469	15.633	79.68	107.06	111.14
470	15.667	77.67	91.68	117.44
471	15.7	78.17	88.58	117.45
472	15.733	78.55	92.29	119.48
473	15.767	78.6	97.93	118.65
474	15.8	79.17	104.38	118.67
475	15.833	79.31	105.95	118.85
476	15.867	78.97	104.32	119.25
477	15.9	78.86	109.54	123.66
478	15.933	81.62	114.12	123.9
479	15.967	81.82	114.55	122.6
480	16.0	82.04	115.95	120.54
481	16.033	82.87	120.07	120.29
482	16.067	82.14	106.48	114.62
483	16.1	80.88	105.34	111.37
484	16.133	81.82	119.46	115.08
485	16.167	80.26	116.31	116.08
486	16.2	79.67	117.37	116.9
487	16.233	78.15	115.1	116.4
488	16.267	77.78	113.2	115.41
489	16.3	79.13	113.36	115.99
490	16.333	79.84	112.85	115.35
491	16.367	80.2	114.37	116.18
492	16.4	80.73	115.84	116.78
493	16.433	80.23	115.7	117.42
494	16.467	79.87	115.71	117.34
495	16.5	80.04	115.68	116.24
496	16.533	80.95	117.89	116.33
497	16.567	81.15	119.05	117.86
498	16.6	81.23	116.74	118.92
499	16.633	81.92	114.98	120.19
500	16.667	81.58	115.5	119.65
501	16.7	80.33	116.5	118.52
502	16.733	80.7	118.51	116.85
503	16.767	81.01	118.74	118.74
504	16.8	80.5	117.59	118.3
505	16.833	80.5	113.53	119.25
506	16.867	81.13	114.31	121.33
507	16.9	82.28	109.9	123.95
508	16.933	82.34	107.37	123.51
509	16.967	84.14	102.0	124.47
510	17.0	83.34	97.08	120.09
511	17.033	84.64	97.95	121.2
512	17.067	84.5	95.19	121.28
513	17.1	87.24	101.75	121.86
514	17.133	88.66	103.4	121.61
515	17.167	89.96	107.23	120.11
516	17.2	89.57	108.64	119.93
517	17.233	90.37	108.04	119.29
518	17.267	90.68	108.99	118.89
519	17.3	89.89	112.07	120.95
520	17.333	89.07	111.45	120.75
521	17.367	87.9	109.75	120.09
522	17.4	88.21	108.46	119.56
523	17.433	88.29	107.93	120.75
524	17.467	88.49	105.94	120.42
525	17.5	88.43	106.99	121.16
526	17.533	89.27	106.57	121.08
527	17.567	90.21	108.19	120.23
528	17.6	90.94	111.7	121.24
529	17.633	88.97	107.12	119.78
530	17.667	89.51	115.45	121.69
531	17.7	90.32	116.06	121.08
532	17.733	90.64	116.44	120.26
533	17.767	90.43	117.61	120.49
534	17.8	90.83	118.48	121.39
535	17.833	90.93	119.2	122.34
536	17.867	91.55	120.53	122.57
537	17.9	90.73	120.29	123.08
538	17.933	90.78	121.5	123.5
539	17.967	91.07	124.94	122.59
540	18.0	89.91	124.91	122.07
541	18.033	88.57	125.95	122.14
542	18.067	86.6	125.03	121.76
543	18.1	86.82	124.88	121.32
544	18.133	86.54	124.01	121.8
545	18.167	87.5	123.21	121.69
546	18.2	86.85	123.09	121.95
547	18.233	87.66	124.66	120.95
548	18.267	87.37	121.28	119.48
549	18.3	87.4	119.27	117.81
550	18.333	86.23	116.66	118.34
551	18.367	85.33	114.24	119.07
552	18.4	84.25	113.4	120.19
553	18.433	84.79	113.15	120.69
554	18.467	84.58	111.78	120.22
555	18.5	84.68	110.82	119.6
556	18.533	84.73	110.8	119.06
557	18.567	85.08	112.63	120.16
558	18.6	84.06	108.8	119.44
559	18.633	83.17	105.15	119.31
560	18.667	81.78	101.08	117.72
561	18.7	80.7	101.73	116.98
562	18.733	80.84	101.39	117.29
563	18.767	80.7	103.41	117.49
564	18.8	80.56	101.65	117.79
565	18.833	80.43	100.24	116.58
566	18.867	80.13	97.42	116.36
567	18.9	80.07	95.04	115.59
568	18.933	80.12	93.32	115.66
569	18.967	80.47	93.49	116.34
570	19.0	80.03	95.03	117.99
571	19.033	79.86	94.47	120.45
572	19.067	78.47	94.52	120.69
573	19.1	77.41	93.75	122.16
574	19.133	75.6	93.31	121.84
575	19.167	72.29	93.55	121.02
576	19.2	69.32	90.27	114.14
577	19.233	64.98	88.38	116.45
578	19.267	62.68	87.44	116.35
579	19.3	57.69	85.52	113.84
580	19.333	56.72	83.96	114.24
581	19.367	54.85	80.65	114.84
582	19.4	54.93	81.27	115.4
583	19.433	55.13	81.62	115.22
584	19.467	55.29	83.4	115.3
585	19.5	55.24	84.2	115.29
586	19.533	55.99	84.55	115.43
587	19.567	56.03	85.5	115.3
588	19.6	55.6	86.05	115.4
589	19.633	55.84	87.45	115.59
590	19.667	55.74	87.54	115.15
591	19.7	55.23	90.17	115.31
592	19.733	55.24	89.86	114.97
593	19.767	54.68	91.12	116.42
594	19.8	54.72	94.75	116.77
595	19.833	54.5	96.01	117.04
596	19.867	54.75	95.45	115.93
597	19.9	55.2	95.4	117.3
598	19.933	54.11	95.96	117.35
599	19.967	53.6	95.38	115.19
600	20.0	54.19	95.41	117.7
601	20.033	54.39	98.01	116.53
602	20.067	53.9	98.6	115.81
603	20.1	52.03	98.47	116.18
604	20.133	51.12	100.11	115.61
605	20.167	51.61	100.51	115.82
606	20.2	51.96	100.15	115.25
607	20.233	52.23	101.3	115.24
608	20.267	52.04	101.44	114.98
609	20.3	53.02	100.18	116.08
610	20.333	52.46	99.3	117.25
